country,internal_reporting,count,timestamp
AUT,True,27,2024-04-15
TWN,False,5,2024-04-15
NIC,,27,2024-04-15
CHL,True,79,2024-04-15
KHM,True,68,2024-04-15
MEX,True,305,2024-04-15
DOM,False,85,2024-04-15
SEN,True,1,2024-04-15
SWE,False,180,2024-04-15
GIB,True,16,2024-04-15
SSD,,5,2024-04-15
FJI,True,51,2024-04-15
SUR,,1,2024-04-15
PNG,True,21,2024-04-15
NAM,True,1,2024-04-15
SGP,False,91,2024-04-15
TTO,True,16,2024-04-15
ISR,False,7,2024-04-15
KWT,,23,2024-04-15
UKR,False,37,2024-04-15
MDV,True,22,2024-04-15
FJI,,53,2024-04-15
MRT,,25,2024-04-15
PER,,263,2024-04-15
MYS,True,324,2024-04-15
NLD,,127,2024-04-15
BTN,True,49,2024-04-15
SLE,True,4,2024-04-15
PAK,,63,2024-04-15
PAN,False,5,2024-04-15
LUX,,39,2024-04-15
VNM,True,81,2024-04-15
TUR,,791,2024-04-15
MKD,False,11,2024-04-15
BHR,False,7,2024-04-15
HKG,False,2,2024-04-15
MRT,True,1,2024-04-15
SLE,,49,2024-04-15
EGY,True,20,2024-04-15
MNE,,63,2024-04-15
TKM,True,8,2024-04-15
AUT,,128,2024-04-15
PHL,True,84,2024-04-15
PSE,True,15,2024-04-15
LCA,True,2,2024-04-15
COM,True,7,2024-04-15
MAR,,43,2024-04-15
MDG,,42,2024-04-15
SDN,,31,2024-04-15
GEO,,46,2024-04-15
OMN,,10,2024-04-15
MWI,True,60,2024-04-15
DOM,True,191,2024-04-15
KEN,False,16,2024-04-15
JPN,False,7,2024-04-15
CIV,False,3,2024-04-15
KGZ,False,2,2024-04-15
VNM,,59,2024-04-15
PAN,,14,2024-04-15
CIV,,7,2024-04-15
BLR,True,4,2024-04-15
LBR,,1,2024-04-15
IRQ,True,36,2024-04-15
KOR,,57,2024-04-15
KGZ,True,12,2024-04-15
SLE,False,6,2024-04-15
ZAF,,53,2024-04-15
BTN,,54,2024-04-15
ISR,,22,2024-04-15
ZMB,True,3,2024-04-15
KIR,True,2,2024-04-15
PRT,,101,2024-04-15
OMN,True,17,2024-04-15
TUN,,4,2024-04-15
JOR,True,241,2024-04-15
CHE,False,87,2024-04-15
DZA,True,35,2024-04-15
CRI,False,37,2024-04-15
IRN,,9,2024-04-15
LTU,,2,2024-04-15
GRL,,2,2024-04-15
PAK,False,17,2024-04-15
ZWE,True,4,2024-04-15
CYP,,3,2024-04-15
THA,True,573,2024-04-15
TWN,,89,2024-04-15
MYS,,102,2024-04-15
ZWE,,1,2024-04-15
CHL,,43,2024-04-15
NGA,False,46,2024-04-15
MAC,,13,2024-04-15
PER,True,163,2024-04-15
ECU,True,250,2024-04-15
ZWE,False,6,2024-04-15
NGA,True,48,2024-04-15
SAU,False,43,2024-04-15
SRB,True,11,2024-04-15
CAN,,4,2024-04-15
PER,False,91,2024-04-15
MDV,False,21,2024-04-15
POL,False,13,2024-04-15
ISL,True,14,2024-04-15
PAK,True,59,2024-04-15
HTI,True,4,2024-04-15
TUN,True,3,2024-04-15
KIR,,4,2024-04-15
ROU,,1,2024-04-15
GBR,True,2165,2024-04-15
BRN,False,4,2024-04-15
IRQ,False,35,2024-04-15
BLZ,,50,2024-04-15
ITA,False,14,2024-04-15
DEU,False,5,2024-04-15
DNK,,68,2024-04-15
ESP,False,3,2024-04-15
TTO,,52,2024-04-15
AUT,False,14,2024-04-15
ESP,,17,2024-04-15
MYS,False,68,2024-04-15
MAR,True,43,2024-04-15
CHN,True,36,2024-04-15
NIC,False,21,2024-04-15
ZMB,False,3,2024-04-15
PAN,True,12,2024-04-15
KEN,,198,2024-04-15
PRI,True,1,2024-04-15
WSM,,12,2024-04-15
LKA,,29,2024-04-15
ISR,True,83,2024-04-15
MDV,,136,2024-04-15
POL,True,278,2024-04-15
LBN,,9,2024-04-15
IRL,True,7,2024-04-15
KEN,True,227,2024-04-15
TWN,True,50,2024-04-15
IRL,,11,2024-04-15
GHA,False,7,2024-04-15
SWE,,233,2024-04-15
CMR,True,6,2024-04-15
UGA,True,147,2024-04-15
PNG,False,9,2024-04-15
SHN,True,4,2024-04-15
NGA,,74,2024-04-15
TUR,True,303,2024-04-15
MNE,True,63,2024-04-15
KHM,False,9,2024-04-15
HND,,27,2024-04-15
TON,False,3,2024-04-15
YEM,True,8,2024-04-15
SLV,,45,2024-04-15
ECU,,211,2024-04-15
ETH,False,6,2024-04-15
DMA,True,2,2024-04-15
GRC,,60,2024-04-15
SYR,,5,2024-04-15
GIN,,105,2024-04-15
LBN,False,5,2024-04-15
COK,,8,2024-04-15
MDA,True,1,2024-04-15
LBY,False,4,2024-04-15
NER,True,1,2024-04-15
NZL,False,390,2024-04-15
OMN,False,141,2024-04-15
RUS,True,3,2024-04-15
QAT,False,14,2024-04-15
SGP,,147,2024-04-15
PRT,False,25,2024-04-15
HND,False,11,2024-04-15
IND,,1990,2024-04-15
KAZ,,28,2024-04-15
NLD,True,274,2024-04-15
HTI,False,6,2024-04-15
BRA,False,29,2024-04-15
LTU,False,1,2024-04-15
GIN,True,8,2024-04-15
HKG,,463,2024-04-15
NZL,True,273,2024-04-15
PHL,False,37,2024-04-15
KHM,,83,2024-04-15
MMR,,21,2024-04-15
DNK,False,125,2024-04-15
MMR,False,13,2024-04-15
MKD,,41,2024-04-15
IRL,False,20,2024-04-15
CHN,,16,2024-04-15
IDN,,514,2024-04-15
SLV,True,104,2024-04-15
MKD,True,32,2024-04-15
BEN,True,1,2024-04-15
DEU,,12,2024-04-15
DZA,,37,2024-04-15
FLK,True,4,2024-04-15
GUY,True,95,2024-04-15
BOL,False,38,2024-04-15
VEN,True,138,2024-04-15
CIV,True,12,2024-04-15
JPN,,125,2024-04-15
ESP,True,28,2024-04-15
SRB,,9,2024-04-15
BHR,True,8,2024-04-15
TZA,,6,2024-04-15
BHS,False,3,2024-04-15
KGZ,,31,2024-04-15
LAO,,20,2024-04-15
CHE,,398,2024-04-15
CAN,False,4,2024-04-15
PHL,,214,2024-04-15
CZE,,48,2024-04-15
IND,True,463,2024-04-15
EGY,,44,2024-04-15
ISL,,19,2024-04-15
KOR,True,51,2024-04-15
PRY,True,135,2024-04-15
QAT,True,52,2024-04-15
URY,False,3,2024-04-15
VNM,False,6,2024-04-15
GRL,False,2,2024-04-15
CUB,,1,2024-04-15
JOR,,1,2024-04-15
MNE,False,1,2024-04-15
SOM,,1,2024-04-15
FRA,,1,2024-04-15
BRN,,1,2024-04-15
LIE,False,1,2024-04-15
NER,,1,2024-04-15
BHS,,2,2024-04-15
DZA,False,2,2024-04-15
MLT,,1,2024-04-15
DMA,,2,2024-04-15
SYC,,1,2024-04-15
COG,,1,2024-04-15
CYP,True,5,2024-04-15
BHR,,5,2024-04-15
MNG,True,1,2024-04-15
MWI,,2,2024-04-15
CPV,True,1,2024-04-15
CPV,,1,2024-04-15
SDN,False,1,2024-04-15
GIN,False,3,2024-04-15
GRL,True,1,2024-04-15
FRA,True,1,2024-04-15
SDN,True,1,2024-04-15
RUS,,2,2024-04-15
MLT,True,1,2024-04-15
PRI,,1,2024-04-15
GIB,False,1,2024-04-15
SLB,,3,2024-04-15
SRB,False,1,2024-04-15
SVN,,1,2024-04-15
GRD,,1,2024-04-15
DMA,False,2,2024-04-15
SSD,True,1,2024-04-15
LBY,True,4,2024-04-15
PRI,False,2,2024-04-15
,False,1,2024-04-15
BRA,True,182,2024-05-15
THA,False,32,2024-05-15
ZAF,False,113,2024-05-15
SLB,True,61,2024-05-15
HTI,,7,2024-05-15
PSE,,14,2024-05-15
SWE,True,257,2024-05-15
NOR,True,170,2024-05-15
CZE,True,54,2024-05-15
CZE,False,10,2024-05-15
IRN,True,21,2024-05-15
GRL,False,2,2024-05-15
POL,,228,2024-05-15
LVA,,28,2024-05-15
WSM,True,13,2024-05-15
JAM,,26,2024-05-15
ZMB,,5,2024-05-15
PRY,False,14,2024-05-15
BRA,,415,2024-05-15
NLD,False,325,2024-05-15
LAO,True,14,2024-05-15
MOZ,,85,2024-05-15
CUB,,1,2024-05-15
JOR,,2,2024-05-15
RWA,True,107,2024-05-15
TUR,False,13,2024-05-15
MNE,False,1,2024-05-15
SOM,,2,2024-05-15
FRA,,1,2024-05-15
NPL,True,383,2024-05-15
ECU,False,32,2024-05-15
MDG,True,39,2024-05-15
BRN,,1,2024-05-15
SLB,False,2,2024-05-15
BOL,,48,2024-05-15
URY,,49,2024-05-15
HKG,True,184,2024-05-15
IND,False,24,2024-05-15
LIE,False,1,2024-05-15
HND,True,18,2024-05-15
GIB,,17,2024-05-15
LBY,,7,2024-05-15
ISL,False,6,2024-05-15
ITA,True,19,2024-05-15
IDN,True,309,2024-05-15
CHN,False,67,2024-05-15
MOZ,False,3,2024-05-15
JPN,True,103,2024-05-15
ETH,True,18,2024-05-15
IRN,False,5,2024-05-15
VEN,False,18,2024-05-15
NRU,True,2,2024-05-15
ETH,,372,2024-05-15
KWT,False,10,2024-05-15
GEO,False,4,2024-05-15
LKA,True,36,2024-05-15
UKR,,988,2024-05-15
ITA,,50,2024-05-15
CMR,,22,2024-05-15
GHA,,10,2024-05-15
NOR,False,445,2024-05-15
NER,,1,2024-05-15
TZA,True,301,2024-05-15
JAM,True,26,2024-05-15
BLZ,False,2,2024-05-15
SGP,True,207,2024-05-15
MLI,True,4,2024-05-15
KWT,True,23,2024-05-15
COM,,3,2024-05-15
GUY,,14,2024-05-15
LCA,,2,2024-05-15
BHS,True,2,2024-05-15
ZAF,True,46,2024-05-15
SHN,,4,2024-05-15
GUY,False,5,2024-05-15
SLV,False,5,2024-05-15
MNG,False,1,2024-05-15
QAT,,20,2024-05-15
PCN,,2,2024-05-15
BHS,,3,2024-05-15
MAR,False,15,2024-05-15
GBR,,2185,2024-05-15
MEX,False,122,2024-05-15
TLS,True,41,2024-05-15
BOL,True,90,2024-05-15
MAC,True,10,2024-05-15
PRY,,73,2024-05-15
,,9,2024-05-15
GHA,True,14,2024-05-15
,True,6,2024-05-15
KAZ,True,7,2024-05-15
UGA,False,10,2024-05-15
TON,,5,2024-05-15
GEO,True,61,2024-05-15
URY,True,74,2024-05-15
MDG,False,3,2024-05-15
LUX,True,7,2024-05-15
CRI,,65,2024-05-15
JOR,False,8,2024-05-15
MMR,True,77,2024-05-15
SYC,True,33,2024-05-15
LKA,False,6,2024-05-15
GBR,False,554,2024-05-15
LVA,True,134,2024-05-15
TON,True,23,2024-05-15
DZA,False,2,2024-05-15
NPL,,4,2024-05-15
CRI,True,66,2024-05-15
BRN,True,53,2024-05-15
UGA,,26,2024-05-15
MLI,,5,2024-05-15
JAM,False,30,2024-05-15
MLT,,1,2024-05-15
MEX,,633,2024-05-15
UKR,True,212,2024-05-15
LBN,True,15,2024-05-15
GRC,False,9,2024-05-15
PNG,,60,2024-05-15
DMA,,2,2024-05-15
CHE,True,260,2024-05-15
YEM,,8,2024-05-15
IDN,False,79,2024-05-15
LVA,False,5,2024-05-15
MNG,,258,2024-05-15
BLR,,123,2024-05-15
DEU,True,10,2024-05-15
SYC,,1,2024-05-15
NIC,True,38,2024-05-15
LTU,True,6,2024-05-15
COG,,1,2024-05-15
TKM,,12,2024-05-15
NZL,,181,2024-05-15
THA,,2144,2024-05-15
DNK,True,34,2024-05-15
CYP,False,5,2024-05-15
NOR,,245,2024-05-15
IRQ,,78,2024-05-15
MOZ,True,27,2024-05-15
VEN,,55,2024-05-15
SAU,True,731,2024-05-15
FIN,False,75,2024-05-15
CHL,False,32,2024-05-15
TLS,,7,2024-05-15
EGY,False,13,2024-05-15
FIN,,155,2024-05-15
SAU,,93,2024-05-15
GRC,True,22,2024-05-15
FIN,True,65,2024-05-15
CAN,True,10,2024-05-15
DOM,,219,2024-05-15
PRT,True,172,2024-05-15
CYP,True,7,2024-05-15
LBR,True,4,2024-05-15
BHR,,5,2024-05-15
AUT,True,27,2024-05-15
TWN,False,5,2024-05-15
NIC,,26,2024-05-15
MEX,True,298,2024-05-15
CHL,True,76,2024-05-15
DOM,False,85,2024-05-15
KHM,True,71,2024-05-15
MNG,True,1,2024-05-15
SWE,False,182,2024-05-15
GIB,True,16,2024-05-15
SSD,,5,2024-05-15
FJI,True,30,2024-05-15
PNG,True,22,2024-05-15
SGP,False,91,2024-05-15
TTO,True,18,2024-05-15
ISR,False,9,2024-05-15
KWT,,22,2024-05-15
UKR,False,38,2024-05-15
MWI,,5,2024-05-15
MDV,True,22,2024-05-15
FJI,,31,2024-05-15
CPV,True,1,2024-05-15
MRT,,25,2024-05-15
PER,,268,2024-05-15
MYS,True,266,2024-05-15
LUX,False,1,2024-05-15
NLD,,124,2024-05-15
BTN,True,41,2024-05-15
SLE,True,4,2024-05-15
PAK,,66,2024-05-15
LUX,,43,2024-05-15
VNM,True,75,2024-05-15
TUR,,809,2024-05-15
BHR,False,7,2024-05-15
MKD,False,9,2024-05-15
SLE,,49,2024-05-15
EGY,True,22,2024-05-15
MNE,,63,2024-05-15
TKM,True,8,2024-05-15
AUT,,137,2024-05-15
CPV,,1,2024-05-15
PHL,True,82,2024-05-15
COM,True,7,2024-05-15
PSE,True,12,2024-05-15
MAR,,46,2024-05-15
MDG,,43,2024-05-15
SDN,,30,2024-05-15
GEO,,44,2024-05-15
OMN,,10,2024-05-15
DOM,True,191,2024-05-15
MWI,True,31,2024-05-15
KEN,False,18,2024-05-15
JPN,False,8,2024-05-15
CIV,False,3,2024-05-15
VNM,,55,2024-05-15
PAN,,14,2024-05-15
CIV,,8,2024-05-15
BLR,True,4,2024-05-15
IRQ,True,36,2024-05-15
KOR,,57,2024-05-15
KGZ,True,11,2024-05-15
SDN,False,1,2024-05-15
SLE,False,6,2024-05-15
ZAF,,58,2024-05-15
BTN,,43,2024-05-15
ISR,,21,2024-05-15
ZMB,True,3,2024-05-15
GIN,False,3,2024-05-15
PRT,,103,2024-05-15
OMN,True,16,2024-05-15
TUN,,4,2024-05-15
JOR,True,240,2024-05-15
CHE,False,91,2024-05-15
CRI,False,37,2024-05-15
DZA,True,33,2024-05-15
IRN,,10,2024-05-15
LTU,,2,2024-05-15
GRL,,2,2024-05-15
PAK,False,18,2024-05-15
ZWE,True,10,2024-05-15
CYP,,3,2024-05-15
THA,True,522,2024-05-15
TWN,,77,2024-05-15
MYS,,92,2024-05-15
CHL,,41,2024-05-15
NGA,False,48,2024-05-15
MAC,,13,2024-05-15
ECU,True,239,2024-05-15
PER,True,170,2024-05-15
ZWE,False,18,2024-05-15
FRA,True,1,2024-05-15
GRL,True,1,2024-05-15
SAU,False,44,2024-05-15
NGA,True,47,2024-05-15
SRB,True,12,2024-05-15
PER,False,98,2024-05-15
SDN,True,2,2024-05-15
POL,False,14,2024-05-15
MDV,False,22,2024-05-15
RUS,,2,2024-05-15
PAK,True,57,2024-05-15
ISL,True,13,2024-05-15
HTI,True,4,2024-05-15
TUN,True,3,2024-05-15
KIR,,4,2024-05-15
GBR,True,2206,2024-05-15
YEM,False,1,2024-05-15
IRQ,False,38,2024-05-15
MLT,True,1,2024-05-15
BLZ,,50,2024-05-15
ITA,False,14,2024-05-15
DEU,False,5,2024-05-15
DNK,,69,2024-05-15
ESP,False,3,2024-05-15
TTO,,51,2024-05-15
PRI,,1,2024-05-15
AUT,False,15,2024-05-15
ESP,,19,2024-05-15
MYS,False,64,2024-05-15
MAR,True,43,2024-05-15
CHN,True,37,2024-05-15
NIC,False,19,2024-05-15
ZMB,False,3,2024-05-15
PAN,True,12,2024-05-15
KEN,,200,2024-05-15
LKA,,28,2024-05-15
WSM,,9,2024-05-15
ISR,True,84,2024-05-15
MDV,,135,2024-05-15
POL,True,282,2024-05-15
GIB,False,2,2024-05-15
LBN,,8,2024-05-15
IRL,True,7,2024-05-15
KEN,True,229,2024-05-15
TWN,True,40,2024-05-15
SLB,,3,2024-05-15
IRL,,12,2024-05-15
GHA,False,7,2024-05-15
SRB,False,1,2024-05-15
SWE,,240,2024-05-15
CMR,True,6,2024-05-15
UGA,True,144,2024-05-15
SHN,True,4,2024-05-15
PNG,False,9,2024-05-15
NGA,,75,2024-05-15
MNE,True,63,2024-05-15
TUR,True,304,2024-05-15
KHM,False,11,2024-05-15
HND,,29,2024-05-15
SVN,,1,2024-05-15
TON,False,3,2024-05-15
YEM,True,8,2024-05-15
SLV,,48,2024-05-15
ECU,,211,2024-05-15
GRD,,2,2024-05-15
ETH,False,6,2024-05-15
DMA,True,2,2024-05-15
GRC,,62,2024-05-15
SYR,,5,2024-05-15
DMA,False,2,2024-05-15
GIN,,116,2024-05-15
LBN,False,5,2024-05-15
COK,,8,2024-05-15
LBY,False,4,2024-05-15
SSD,True,1,2024-05-15
NZL,False,395,2024-05-15
OMN,False,143,2024-05-15
RUS,True,3,2024-05-15
QAT,False,14,2024-05-15
LBY,True,3,2024-05-15
SGP,,142,2024-05-15
HND,False,12,2024-05-15
PRT,False,24,2024-05-15
IND,,1939,2024-05-15
KAZ,,30,2024-05-15
NLD,True,269,2024-05-15
HTI,False,6,2024-05-15
BRA,False,32,2024-05-15
GIN,True,7,2024-05-15
HKG,,463,2024-05-15
NZL,True,272,2024-05-15
PHL,False,39,2024-05-15
KHM,,79,2024-05-15
MMR,,19,2024-05-15
DNK,False,124,2024-05-15
MMR,False,13,2024-05-15
MKD,,40,2024-05-15
IRL,False,20,2024-05-15
IDN,,462,2024-05-15
CHN,,15,2024-05-15
SLV,True,106,2024-05-15
MKD,True,36,2024-05-15
PRI,False,2,2024-05-15
DEU,,12,2024-05-15
DZA,,35,2024-05-15
FLK,True,4,2024-05-15
GUY,True,95,2024-05-15
BOL,False,40,2024-05-15
VEN,True,130,2024-05-15
CIV,True,12,2024-05-15
JPN,,133,2024-05-15
ESP,True,36,2024-05-15
SRB,,10,2024-05-15
BHR,True,8,2024-05-15
,False,1,2024-05-15
TZA,,4,2024-05-15
BHS,False,4,2024-05-15
KGZ,,33,2024-05-15
LAO,,19,2024-05-15
CHE,,417,2024-05-15
CAN,False,4,2024-05-15
PHL,,223,2024-05-15
CZE,,48,2024-05-15
IND,True,448,2024-05-15
EGY,,54,2024-05-15
ISL,,20,2024-05-15
KOR,True,51,2024-05-15
PRY,True,125,2024-05-15
QAT,True,50,2024-05-15
URY,False,3,2024-05-15
VNM,False,4,2024-05-15
EST,True,1,2024-05-15
SHN,False,4,2024-05-15
BMU,True,1,2024-05-15
SEN,,1,2024-05-15
TZA,False,2,2024-05-15
SOM,True,1,2024-05-15
TTO,False,3,2024-05-15
SWZ,True,1,2024-05-15
FLK,,1,2024-05-15
KNA,,2,2024-05-15
MCO,True,1,2024-05-15
KOR,False,1,2024-05-15
HUN,,1,2024-05-15
SYR,True,1,2024-05-15
HUN,True,1,2024-05-15
SEN,True,1,2024-05-15
SUR,,1,2024-05-15
NAM,True,1,2024-05-15
PAN,False,3,2024-05-15
HKG,False,2,2024-05-15
MRT,True,1,2024-05-15
LCA,True,4,2024-05-15
KGZ,False,2,2024-05-15
LBR,,1,2024-05-15
LSO,,1,2024-05-15
KIR,True,2,2024-05-15
ZWE,,1,2024-05-15
CAN,,4,2024-05-15
ROU,,1,2024-05-15
BRN,False,2,2024-05-15
PRI,True,1,2024-05-15
BLZ,True,1,2024-05-15
MDA,True,1,2024-05-15
NER,True,1,2024-05-15
LTU,False,1,2024-05-15
BEN,True,1,2024-05-15
BRA,True,188,2024-06-15
THA,False,32,2024-06-15
ZAF,False,115,2024-06-15
SLB,True,61,2024-06-15
HTI,,7,2024-06-15
PSE,,13,2024-06-15
SWE,True,258,2024-06-15
NOR,True,171,2024-06-15
CZE,True,55,2024-06-15
CZE,False,10,2024-06-15
IRN,True,21,2024-06-15
GRL,False,2,2024-06-15
POL,,232,2024-06-15
LVA,,30,2024-06-15
WSM,True,13,2024-06-15
JAM,,33,2024-06-15
ZMB,,5,2024-06-15
PRY,False,15,2024-06-15
BRA,,412,2024-06-15
NLD,False,323,2024-06-15
LAO,True,11,2024-06-15
MOZ,,95,2024-06-15
CUB,,1,2024-06-15
JOR,,2,2024-06-15
RWA,True,107,2024-06-15
TUR,False,15,2024-06-15
MNE,False,1,2024-06-15
SOM,,3,2024-06-15
FRA,,1,2024-06-15
NPL,True,390,2024-06-15
ECU,False,34,2024-06-15
MDG,True,39,2024-06-15
BRN,,1,2024-06-15
SLB,False,2,2024-06-15
BOL,,52,2024-06-15
URY,,44,2024-06-15
HKG,True,185,2024-06-15
IND,False,22,2024-06-15
LIE,False,1,2024-06-15
HND,True,17,2024-06-15
GIB,,18,2024-06-15
LBY,,10,2024-06-15
ISL,False,6,2024-06-15
CHN,False,70,2024-06-15
ITA,True,20,2024-06-15
IDN,True,314,2024-06-15
MOZ,False,3,2024-06-15
JPN,True,109,2024-06-15
ETH,True,19,2024-06-15
IRN,False,5,2024-06-15
VEN,False,14,2024-06-15
ETH,,350,2024-06-15
KWT,False,10,2024-06-15
GEO,False,6,2024-06-15
LKA,True,33,2024-06-15
UKR,,1014,2024-06-15
ITA,,50,2024-06-15
CMR,,21,2024-06-15
GHA,,9,2024-06-15
NOR,False,446,2024-06-15
TZA,True,490,2024-06-15
JAM,True,27,2024-06-15
BLZ,False,2,2024-06-15
SGP,True,213,2024-06-15
MLI,True,4,2024-06-15
KWT,True,23,2024-06-15
COM,,4,2024-06-15
GUY,,14,2024-06-15
LCA,,2,2024-06-15
BHS,True,2,2024-06-15
ZAF,True,48,2024-06-15
SHN,,4,2024-06-15
GUY,False,5,2024-06-15
SLV,False,8,2024-06-15
MNG,False,1,2024-06-15
QAT,,22,2024-06-15
PCN,,2,2024-06-15
BHS,,3,2024-06-15
MAR,False,15,2024-06-15
GBR,,2141,2024-06-15
MEX,False,125,2024-06-15
TLS,True,50,2024-06-15
BOL,True,90,2024-06-15
MAC,True,10,2024-06-15
TZA,False,2,2024-06-15
SOM,True,3,2024-06-15
PRY,,78,2024-06-15
,,9,2024-06-15
GHA,True,16,2024-06-15
,True,6,2024-06-15
KAZ,True,7,2024-06-15
UGA,False,11,2024-06-15
TON,,5,2024-06-15
GEO,True,63,2024-06-15
URY,True,71,2024-06-15
MDG,False,2,2024-06-15
LUX,True,7,2024-06-15
CRI,,69,2024-06-15
JOR,False,8,2024-06-15
MMR,True,79,2024-06-15
SYC,True,33,2024-06-15
LKA,False,5,2024-06-15
TON,True,23,2024-06-15
LVA,True,134,2024-06-15
GBR,False,571,2024-06-15
DZA,False,2,2024-06-15
NPL,,4,2024-06-15
CRI,True,63,2024-06-15
BRN,True,73,2024-06-15
UGA,,27,2024-06-15
MLI,,5,2024-06-15
JAM,False,30,2024-06-15
MLT,,1,2024-06-15
MEX,,640,2024-06-15
UKR,True,230,2024-06-15
GRC,False,11,2024-06-15
LBN,True,16,2024-06-15
PNG,,62,2024-06-15
DMA,,2,2024-06-15
CHE,True,262,2024-06-15
YEM,,8,2024-06-15
IDN,False,82,2024-06-15
LVA,False,5,2024-06-15
MNG,,261,2024-06-15
BLR,,124,2024-06-15
DEU,True,10,2024-06-15
SYC,,1,2024-06-15
SVK,,2,2024-06-15
NIC,True,41,2024-06-15
LTU,True,6,2024-06-15
COG,,1,2024-06-15
TKM,,12,2024-06-15
NZL,,186,2024-06-15
THA,,2215,2024-06-15
DNK,True,34,2024-06-15
CYP,False,5,2024-06-15
NOR,,247,2024-06-15
IRQ,,80,2024-06-15
MOZ,True,30,2024-06-15
VEN,,60,2024-06-15
FIN,False,84,2024-06-15
SAU,True,743,2024-06-15
CHL,False,29,2024-06-15
TLS,,7,2024-06-15
EGY,False,14,2024-06-15
FIN,,168,2024-06-15
SAU,,90,2024-06-15
GRC,True,24,2024-06-15
FIN,True,58,2024-06-15
CAN,True,10,2024-06-15
DOM,,219,2024-06-15
PRT,True,173,2024-06-15
CYP,True,7,2024-06-15
LBR,True,4,2024-06-15
BHR,,5,2024-06-15
AUT,True,26,2024-06-15
TWN,False,5,2024-06-15
NIC,,26,2024-06-15
MEX,True,303,2024-06-15
CHL,True,74,2024-06-15
DOM,False,93,2024-06-15
KHM,True,72,2024-06-15
MNG,True,1,2024-06-15
SWE,False,184,2024-06-15
GIB,True,16,2024-06-15
SSD,,6,2024-06-15
FJI,True,6,2024-06-15
PNG,True,22,2024-06-15
SGP,False,92,2024-06-15
TTO,True,22,2024-06-15
ISR,False,9,2024-06-15
KWT,,21,2024-06-15
UKR,False,39,2024-06-15
MWI,,3,2024-06-15
MDV,True,22,2024-06-15
FJI,,7,2024-06-15
CPV,True,1,2024-06-15
MRT,,25,2024-06-15
PER,,274,2024-06-15
MYS,True,292,2024-06-15
LUX,False,2,2024-06-15
NLD,,121,2024-06-15
BTN,True,41,2024-06-15
SLE,True,4,2024-06-15
PAK,,72,2024-06-15
PAN,False,5,2024-06-15
LUX,,44,2024-06-15
VNM,True,74,2024-06-15
TUR,,814,2024-06-15
BHR,False,9,2024-06-15
MKD,False,9,2024-06-15
SLE,,48,2024-06-15
EGY,True,26,2024-06-15
SVK,True,2,2024-06-15
MNE,,63,2024-06-15
TKM,True,8,2024-06-15
AUT,,143,2024-06-15
CPV,,1,2024-06-15
LCA,True,4,2024-06-15
PHL,True,87,2024-06-15
COM,True,7,2024-06-15
PSE,True,11,2024-06-15
MAR,,50,2024-06-15
MDG,,43,2024-06-15
SDN,,31,2024-06-15
GEO,,47,2024-06-15
OMN,,12,2024-06-15
DOM,True,190,2024-06-15
MWI,True,53,2024-06-15
KEN,False,30,2024-06-15
JPN,False,7,2024-06-15
CIV,False,3,2024-06-15
VNM,,57,2024-06-15
PAN,,14,2024-06-15
CIV,,9,2024-06-15
BLR,True,4,2024-06-15
IRQ,True,36,2024-06-15
KOR,,59,2024-06-15
KGZ,True,12,2024-06-15
SDN,False,1,2024-06-15
SLE,False,6,2024-06-15
ZAF,,59,2024-06-15
BTN,,43,2024-06-15
ISR,,20,2024-06-15
ZMB,True,3,2024-06-15
GIN,False,3,2024-06-15
PRT,,104,2024-06-15
OMN,True,17,2024-06-15
TUN,,4,2024-06-15
JOR,True,240,2024-06-15
CHE,False,92,2024-06-15
CRI,False,43,2024-06-15
DZA,True,35,2024-06-15
IRN,,11,2024-06-15
LTU,,2,2024-06-15
GRL,,2,2024-06-15
PAK,False,20,2024-06-15
ZWE,True,13,2024-06-15
CYP,,3,2024-06-15
THA,True,564,2024-06-15
TWN,,88,2024-06-15
MYS,,107,2024-06-15
CHL,,41,2024-06-15
NGA,False,50,2024-06-15
MAC,,13,2024-06-15
ECU,True,244,2024-06-15
PER,True,171,2024-06-15
ZWE,False,24,2024-06-15
GRL,True,1,2024-06-15
FRA,True,1,2024-06-15
SAU,False,46,2024-06-15
NGA,True,48,2024-06-15
SRB,True,12,2024-06-15
PER,False,95,2024-06-15
SDN,True,2,2024-06-15
POL,False,14,2024-06-15
MDV,False,22,2024-06-15
RUS,,2,2024-06-15
PAK,True,62,2024-06-15
ISL,True,13,2024-06-15
HTI,True,4,2024-06-15
TUN,True,3,2024-06-15
KIR,,4,2024-06-15
GBR,True,2247,2024-06-15
BRN,False,4,2024-06-15
YEM,False,1,2024-06-15
IRQ,False,38,2024-06-15
MLT,True,1,2024-06-15
BLZ,,51,2024-06-15
ITA,False,15,2024-06-15
DEU,False,5,2024-06-15
DNK,,69,2024-06-15
ESP,False,3,2024-06-15
TTO,,53,2024-06-15
PRI,,1,2024-06-15
AUT,False,17,2024-06-15
ESP,,23,2024-06-15
MYS,False,68,2024-06-15
MAR,True,46,2024-06-15
CHN,True,38,2024-06-15
NIC,False,18,2024-06-15
ZMB,False,3,2024-06-15
PAN,True,14,2024-06-15
KEN,,213,2024-06-15
LKA,,24,2024-06-15
WSM,,9,2024-06-15
ISR,True,81,2024-06-15
MDV,,137,2024-06-15
POL,True,285,2024-06-15
GIB,False,3,2024-06-15
LBN,,9,2024-06-15
